Date,Time,Site,Location,Client Location ID,Device,Country,Region,Segment,Cost,Currency,Weight,Unit,Portions,Quantity,Duration,Food Item,Food Item Category,Loss Reason,Source,Disposition,Container,Stage of Processing,Operator,Event Order No.,Edited
2024-10-31,14:09:22,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.76,USD,1.29,lb,,1.0,36,Pie,Desserts,Timed or Temp'd Out,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,SC Stefan,,0,
2024-10-31,13:23:04,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.81,USD,5.36,lb,,1.0,33,Vegetables,Fruit-Vegetable,Trimmings & By-Products,Center Plate,Compost,Third Hotel Pan (2.5-inch) Plastic,Pre-Consumer,Cook,,0,
2024-10-31,10:46:38,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.24,USD,6.02,lb,,1.0,33,Eggs,Dairy & Eggs,Overproduction,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,SC Marco,,0,
2024-10-31,10:31:37,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.03,USD,1.75,lb,,1.0,31,Dressing,Soup-Sauce-Gravy,Presented - Not Sold,Center Plate,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,10:28:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.99,USD,0.22,lb,,1.0,20,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,10:28:27,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.61,USD,0.37,lb,,1.0,17,Tofu,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,10:27:39,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.86,USD,0.52,lb,,1.0,31,Tofu,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,10:25:21,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.96,USD,3.19,lb,,1.0,21,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,10:24:30,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.48,USD,1.95,lb,,1.0,18,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,10:23:43,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.09,USD,2.20,lb,,1.0,19,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,10:22:59,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.08,USD,4.33,lb,,1.0,33,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,10:22:15,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.44,USD,0.86,lb,,1.0,19,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-31,10:21:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.23,USD,1.98,lb,,1.0,52,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-30,21:15:05,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.62,USD,3.81,lb,,1.0,9,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-30,21:14:22,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,14.78,USD,3.08,lb,,1.0,26,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-30,21:13:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.67,USD,6.15,lb,,1.0,11,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-30,21:12:58,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.94,USD,7.81,lb,,1.0,16,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-30,21:12:34,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.96,USD,1.99,lb,,1.0,24,Pasta,Starch,Presented - Not Sold,Pizza and Pasta,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-30,21:11:59,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.25,USD,3.51,lb,,1.0,10,Beans,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-30,21:11:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.99,USD,3.93,lb,,1.0,25,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-30,21:07:03,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.40,USD,5.32,lb,,1.0,30,Beans,Starch,Presented - Not Sold,Center Plate,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-30,11:58:42,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.28,USD,4.47,lb,,1.0,42,Potatoes,Starch,Overproduction,Big C Vegan,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,SC Marco,,0,
2024-10-30,10:30:49,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.11,USD,6.43,lb,,1.0,32,Rice,Starch,Overproduction,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,SC Marco,,0,
2024-10-30,10:19:45,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.08,USD,0.15,lb,,1.0,34,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-30,10:18:50,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.00,USD,1.07,lb,,1.0,17,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-30,10:18:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.65,USD,4.10,lb,,1.0,17,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-30,10:17:38,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.71,USD,1.45,lb,,1.0,28,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-30,10:16:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.16,USD,1.22,lb,,1.0,34,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-30,10:15:45,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.09,USD,0.05,lb,,1.0,17,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-30,10:15:05,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.11,USD,1.13,lb,,1.0,19,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-30,10:14:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.10,USD,3.04,lb,,1.0,31,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-30,10:13:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.54,USD,0.89,lb,,1.0,28,Waffle,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-29,21:28:50,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.32,USD,8.47,lb,,1.0,48,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Plastic,Pre-Consumer,FSW,,0,
2024-10-29,21:27:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.46,USD,12.66,lb,,1.0,180,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-29,21:23:52,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.73,USD,2.30,lb,,1.0,24,Fries,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-29,21:22:39,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,12.96,USD,2.88,lb,,1.0,46,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-29,21:21:14,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.93,USD,2.03,lb,,1.0,68,Rice,Starch,Presented - Not Sold,Bear Fit,Compost,Sheet/Roasting Pan,Pre-Consumer,FSW,,0,
2024-10-29,21:19:50,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,18.43,USD,3.84,lb,,1.0,247,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-29,21:15:20,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.54,USD,2.02,lb,,1.0,58,Vegetables,Fruit-Vegetable,Presented - Not Sold,Pastas,Compost,Shotgun Pan (4-inch) Plastic,Pre-Consumer,FSW,,0,
2024-10-29,21:06:16,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,23.30,USD,9.32,lb,,1.0,23,Casserole,Mixed Foods,Overproduction,Center Plate,Compost,Donation Pan,Pre-Consumer,FSW,,0,
2024-10-29,21:04:58,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.18,USD,8.20,lb,,1.0,26,Potatoes,Starch,Overproduction,Center Plate,Compost,Donation Pan,Pre-Consumer,FSW,,0,
2024-10-29,12:30:54,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.39,USD,8.41,lb,,1.0,26,Vegetables,Fruit-Vegetable,Mishandled,Deli,Compost,Sheet/Roasting Pan,Pre-Consumer,Cook,,0,
2024-10-29,12:29:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,24.89,USD,5.53,lb,,1.0,35,Alternative Meat,Meat-Protein,Mishandled,Big C Vegan,Compost,Sheet/Roasting Pan,Pre-Consumer,SC Marco,,0,
2024-10-29,12:28:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.91,USD,7.23,lb,,1.0,29,Tofu,Meat-Protein,Mishandled,Big C Vegan,Compost,Sheet/Roasting Pan,Pre-Consumer,FSW,,0,
2024-10-29,10:56:06,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.68,USD,7.22,lb,,1.0,32,Potatoes,Starch,Mishandled,Big C Vegan,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,SC Marco,,0,
2024-10-29,10:54:15,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.97,USD,5.83,lb,,1.0,45,Potatoes,Starch,Mishandled,Big C Vegan,Compost,Sheet/Roasting Pan,Pre-Consumer,Cook,,0,
2024-10-29,10:34:18,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.16,USD,1.59,lb,,1.0,17,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-29,10:33:47,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.89,USD,0.42,lb,,1.0,22,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-29,10:32:10,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.31,USD,1.73,lb,,1.0,21,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-29,10:31:08,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.22,USD,1.28,lb,,1.0,18,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-29,10:30:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.53,USD,0.34,lb,,1.0,18,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-29,10:29:21,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.23,USD,1.16,lb,,1.0,581,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-29,10:19:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.15,USD,1.26,lb,,1.0,51,Mixed Plate-Other,Mixed Foods,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-29,09:32:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.78,USD,2.93,lb,,1.0,34,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-29,09:32:07,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.30,USD,0.63,lb,,1.0,41,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-28,21:30:51,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.40,USD,3.16,lb,,1.0,11,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,Student,,0,
2024-10-28,21:30:08,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.86,USD,2.91,lb,,1.0,20,Beans,Starch,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,Student,,0,
2024-10-28,21:29:36,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.94,USD,3.80,lb,,1.0,17,Potatoes,Starch,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,Student,,0,
2024-10-28,21:28:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,19.58,USD,4.08,lb,,1.0,17,Chicken - Boneless,Meat-Protein,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,Student,,0,
2024-10-28,21:27:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,19.80,USD,4.40,lb,,1.0,18,Alternative Meat,Meat-Protein,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-28,21:26:50,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.63,USD,1.65,lb,,1.0,21,Pasta,Starch,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-28,21:26:17,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.96,USD,3.12,lb,,1.0,29,Bread,Bread-Cereal,Presented - Not Sold,Pizza and Pasta,Donation,Donation Pan,Pre-Consumer,Student,,0,
2024-10-28,21:25:37,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,56.66,USD,12.59,lb,,1.0,17,Alternative Meat,Meat-Protein,Overproduction,Center Plate,Compost,4in Oval,Pre-Consumer,Student,,0,
2024-10-28,21:25:03,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,18.72,USD,4.75,lb,,1.0,17,Fish,Meat-Protein,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-28,21:24:28,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.72,USD,6.21,lb,,1.0,14,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-28,21:23:50,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.00,USD,5.46,lb,,1.0,16,Tofu,Meat-Protein,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-28,21:23:16,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,14.75,USD,3.83,lb,,1.0,25,Pork,Meat-Protein,Overproduction,Center Plate,Compost,2in Full,Pre-Consumer,Student,,0,
2024-10-28,21:22:35,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,55.58,USD,12.35,lb,,1.0,35,Alternative Meat,Meat-Protein,Overproduction,Center Plate,Compost,2in Oval,Pre-Consumer,Student,,0,
2024-10-28,21:21:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,23.24,USD,10.42,lb,,1.0,166,Bread,Bread-Cereal,Presented - Not Sold,Pizza and Pasta,Donation,Donation Pan,Pre-Consumer,Student,,0,
2024-10-28,21:09:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,103.45,USD,14.95,lb,,1.0,14,Beef - Whole,Meat-Protein,Spoiled,Center Plate,Compost,No Pan,Pre-Consumer,SC Stefan,,0,
2024-10-28,20:52:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.39,USD,2.06,lb,,1.0,18,Tofu,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-28,20:51:59,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.60,USD,8.68,lb,,1.0,18,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-28,20:50:42,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.52,USD,4.76,lb,,1.0,29,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-28,10:20:40,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.36,USD,7.05,lb,,1.0,26,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Plastic,Pre-Consumer,FSW,,0,
2024-10-28,10:20:01,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.07,USD,1.11,lb,,1.0,45,Eggs,Dairy & Eggs,Presented - Not Sold,Big C Vegan,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-28,10:19:02,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.57,USD,1.46,lb,,1.0,35,Alternative Meat,Meat-Protein,Presented - Not Sold,Pizza and Pasta,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-28,10:17:29,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,17.35,USD,6.96,lb,,1.0,37,Hot Cereal,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,Soup Container-Med,Pre-Consumer,FSW,,0,
2024-10-28,10:12:28,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.43,USD,4.66,lb,,1.0,19,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Plastic,Pre-Consumer,FSW,,0,
2024-10-28,10:10:47,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.20,USD,3.32,lb,,1.0,19,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-28,10:10:16,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.59,USD,2.90,lb,,1.0,46,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-27,21:24:04,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.36,USD,3.11,lb,,1.0,20,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Donation,Half Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-27,21:21:37,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.84,USD,6.37,lb,,1.0,27,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Donation,2in Sm Pot,Pre-Consumer,FSW,,0,
2024-10-27,21:20:58,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.08,USD,0.24,lb,,1.0,18,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-27,21:20:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.78,USD,4.97,lb,,1.0,26,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-27,21:19:21,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.11,USD,2.78,lb,,1.0,14,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Donation,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-27,21:18:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.29,USD,5.64,lb,,1.0,50,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,4in Full,Pre-Consumer,FSW,,0,
2024-10-27,21:13:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,67.33,USD,9.73,lb,,1.0,21,Beef - Whole,Meat-Protein,Overproduction,Center Plate,Donation,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-27,15:27:38,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.64,USD,1.25,lb,,1.0,34,Potatoes,Starch,Presented - Not Sold,Bear Fit,Compost,Full Hotel Pan (6-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-27,15:26:36,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.65,USD,0.85,lb,,1.0,42,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Donation,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-27,15:25:30,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.64,USD,1.60,lb,,1.0,70,Tofu,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-26,21:23:20,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.10,USD,6.71,lb,,1.0,29,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Donation Pan,Pre-Consumer,FSW,,0,
2024-10-26,21:21:45,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.75,USD,2.22,lb,,1.0,26,Fish,Meat-Protein,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Plastic,Pre-Consumer,FSW,,0,
2024-10-26,21:20:53,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.72,USD,2.16,lb,,1.0,34,Alternative Meat,Meat-Protein,Overproduction,Center Plate,Compost,Half Hotel Pan (2.5-inch) Plastic,Pre-Consumer,FSW,,0,
2024-10-26,21:20:08,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,22.82,USD,5.07,lb,,1.0,24,Alternative Meat,Meat-Protein,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Plastic,Pre-Consumer,FSW,,0,
2024-10-26,21:19:28,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.64,USD,1.25,lb,,1.0,33,Potatoes,Starch,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Plastic,Pre-Consumer,FSW,,0,
2024-10-26,21:18:35,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.26,USD,2.97,lb,,1.0,54,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Donation Pan,Pre-Consumer,FSW,,0,
2024-10-26,21:17:35,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.61,USD,1.11,lb,,1.0,39,Pizza w Cheese,Mixed Foods,Overproduction,Center Plate,Compost,Donation Pan,Pre-Consumer,FSW,,0,
